image_path,label
dataset\fear\fear_107.jpg,fear
dataset\fear\fear_108.jpg,fear
dataset\fear\fear_109.jpg,fear
dataset\sad\sad_59.jpg,sad
dataset\sad\sad_60.jpg,sad
dataset\sad\sad_61.jpg,sad
dataset\fear\fear_110.jpg,fear
dataset\sad\sad_62.jpg,sad
dataset\angry\angry_38.jpg,angry
dataset\fear\fear_111.jpg,fear
dataset\fear\fear_112.jpg,fear
dataset\angry\angry_39.jpg,angry
dataset\fear\fear_113.jpg,fear
dataset\fear\fear_114.jpg,fear
dataset\fear\fear_115.jpg,fear
dataset\angry\angry_40.jpg,angry
dataset\angry\angry_41.jpg,angry
dataset\angry\angry_42.jpg,angry
dataset\angry\angry_43.jpg,angry
dataset\surprise\surprise_28.jpg,surprise
dataset\fear\fear_116.jpg,fear
dataset\fear\fear_117.jpg,fear
dataset\fear\fear_118.jpg,fear
dataset\fear\fear_119.jpg,fear
dataset\fear\fear_120.jpg,fear
dataset\fear\fear_121.jpg,fear
dataset\surprise\surprise_29.jpg,surprise
dataset\surprise\surprise_30.jpg,surprise
dataset\surprise\surprise_31.jpg,surprise
dataset\fear\fear_122.jpg,fear
dataset\sad\sad_63.jpg,sad
dataset\fear\fear_123.jpg,fear
dataset\surprise\surprise_32.jpg,surprise
dataset\sad\sad_64.jpg,sad
dataset\fear\fear_124.jpg,fear
dataset\sad\sad_65.jpg,sad
dataset\sad\sad_66.jpg,sad
dataset\fear\fear_125.jpg,fear
dataset\sad\sad_67.jpg,sad
dataset\sad\sad_68.jpg,sad
dataset\sad\sad_69.jpg,sad
dataset\sad\sad_70.jpg,sad
dataset\sad\sad_71.jpg,sad
dataset\sad\sad_72.jpg,sad
dataset\sad\sad_73.jpg,sad
dataset\fear\fear_126.jpg,fear
dataset\sad\sad_74.jpg,sad
dataset\sad\sad_75.jpg,sad
dataset\sad\sad_76.jpg,sad
dataset\angry\angry_44.jpg,angry
dataset\fear\fear_127.jpg,fear
dataset\angry\angry_45.jpg,angry
dataset\angry\angry_46.jpg,angry
dataset\angry\angry_47.jpg,angry
dataset\angry\angry_48.jpg,angry
dataset\angry\angry_49.jpg,angry
dataset\angry\angry_50.jpg,angry
dataset\angry\angry_51.jpg,angry
dataset\angry\angry_52.jpg,angry
dataset\angry\angry_53.jpg,angry
dataset\angry\angry_54.jpg,angry
dataset\angry\angry_55.jpg,angry
dataset\angry\angry_56.jpg,angry
dataset\angry\angry_57.jpg,angry
dataset\angry\angry_58.jpg,angry
dataset\angry\angry_59.jpg,angry
dataset\angry\angry_60.jpg,angry
dataset\angry\angry_61.jpg,angry
dataset\angry\angry_62.jpg,angry
dataset\angry\angry_63.jpg,angry
dataset\fear\fear_128.jpg,fear
dataset\sad\sad_77.jpg,sad
dataset\fear\fear_129.jpg,fear
dataset\fear\fear_130.jpg,fear
dataset\fear\fear_131.jpg,fear
dataset\fear\fear_132.jpg,fear
dataset\fear\fear_133.jpg,fear
dataset\fear\fear_134.jpg,fear
dataset\fear\fear_135.jpg,fear
dataset\fear\fear_136.jpg,fear
dataset\surprise\surprise_33.jpg,surprise
dataset\fear\fear_137.jpg,fear
dataset\fear\fear_138.jpg,fear
dataset\fear\fear_139.jpg,fear
dataset\fear\fear_140.jpg,fear
dataset\surprise\surprise_34.jpg,surprise
dataset\fear\fear_141.jpg,fear
dataset\fear\fear_142.jpg,fear
dataset\fear\fear_143.jpg,fear
dataset\fear\fear_144.jpg,fear
dataset\fear\fear_145.jpg,fear
dataset\fear\fear_146.jpg,fear
dataset\fear\fear_147.jpg,fear
dataset\fear\fear_148.jpg,fear
dataset\surprise\surprise_35.jpg,surprise
dataset\angry\angry_64.jpg,angry
dataset\fear\fear_149.jpg,fear
dataset\sad\sad_78.jpg,sad
dataset\sad\sad_79.jpg,sad
dataset\sad\sad_80.jpg,sad
dataset\sad\sad_81.jpg,sad
dataset\sad\sad_82.jpg,sad
dataset\sad\sad_83.jpg,sad
dataset\sad\sad_84.jpg,sad
dataset\sad\sad_85.jpg,sad
dataset\sad\sad_86.jpg,sad
dataset\sad\sad_87.jpg,sad
dataset\sad\sad_88.jpg,sad
dataset\sad\sad_89.jpg,sad
dataset\sad\sad_90.jpg,sad
dataset\sad\sad_91.jpg,sad
dataset\sad\sad_92.jpg,sad
dataset\sad\sad_93.jpg,sad
dataset\sad\sad_94.jpg,sad
dataset\angry\angry_65.jpg,angry
dataset\angry\angry_66.jpg,angry
dataset\angry\angry_67.jpg,angry
dataset\angry\angry_68.jpg,angry
dataset\angry\angry_69.jpg,angry
dataset\angry\angry_70.jpg,angry
dataset\angry\angry_71.jpg,angry
dataset\sad\sad_95.jpg,sad
dataset\angry\angry_72.jpg,angry
dataset\sad\sad_96.jpg,sad
dataset\angry\angry_73.jpg,angry
dataset\angry\angry_74.jpg,angry
dataset\sad\sad_97.jpg,sad
dataset\angry\angry_75.jpg,angry
dataset\sad\sad_98.jpg,sad
dataset\angry\angry_76.jpg,angry
dataset\angry\angry_77.jpg,angry
dataset\sad\sad_99.jpg,sad
dataset\sad\sad_100.jpg,sad
dataset\sad\sad_101.jpg,sad
dataset\sad\sad_102.jpg,sad
dataset\angry\angry_78.jpg,angry
dataset\angry\angry_79.jpg,angry
dataset\angry\angry_80.jpg,angry
dataset\angry\angry_81.jpg,angry
dataset\sad\sad_103.jpg,sad
dataset\sad\sad_104.jpg,sad
dataset\angry\angry_82.jpg,angry
dataset\sad\sad_105.jpg,sad
dataset\sad\sad_106.jpg,sad
dataset\sad\sad_107.jpg,sad
dataset\sad\sad_108.jpg,sad
dataset\sad\sad_109.jpg,sad
dataset\sad\sad_110.jpg,sad
dataset\sad\sad_111.jpg,sad
dataset\fear\fear_150.jpg,fear
dataset\fear\fear_151.jpg,fear
dataset\fear\fear_152.jpg,fear
dataset\fear\fear_153.jpg,fear
dataset\fear\fear_154.jpg,fear
dataset\fear\fear_155.jpg,fear
dataset\fear\fear_156.jpg,fear
dataset\fear\fear_157.jpg,fear
dataset\fear\fear_158.jpg,fear
dataset\fear\fear_159.jpg,fear
dataset\fear\fear_160.jpg,fear
dataset\sad\sad_112.jpg,sad
dataset\sad\sad_113.jpg,sad
dataset\sad\sad_114.jpg,sad
dataset\fear\fear_161.jpg,fear
dataset\sad\sad_115.jpg,sad
dataset\sad\sad_116.jpg,sad
dataset\sad\sad_117.jpg,sad
dataset\sad\sad_118.jpg,sad
dataset\fear\fear_162.jpg,fear
dataset\fear\fear_163.jpg,fear
dataset\angry\angry_83.jpg,angry
dataset\fear\fear_164.jpg,fear
dataset\sad\sad_119.jpg,sad
dataset\sad\sad_120.jpg,sad
dataset\sad\sad_121.jpg,sad
dataset\sad\sad_122.jpg,sad
dataset\sad\sad_123.jpg,sad
dataset\sad\sad_124.jpg,sad
dataset\sad\sad_125.jpg,sad
dataset\fear\fear_165.jpg,fear
dataset\sad\sad_126.jpg,sad
dataset\sad\sad_127.jpg,sad
dataset\sad\sad_128.jpg,sad
dataset\sad\sad_129.jpg,sad
dataset\sad\sad_130.jpg,sad
dataset\sad\sad_131.jpg,sad
dataset\sad\sad_132.jpg,sad
dataset\fear\fear_166.jpg,fear
dataset\sad\sad_133.jpg,sad
dataset\sad\sad_134.jpg,sad
dataset\sad\sad_135.jpg,sad
dataset\sad\sad_136.jpg,sad
dataset\sad\sad_137.jpg,sad
dataset\fear\fear_167.jpg,fear
dataset\sad\sad_138.jpg,sad
dataset\fear\fear_168.jpg,fear
dataset\fear\fear_169.jpg,fear
dataset\fear\fear_170.jpg,fear
dataset\fear\fear_171.jpg,fear
dataset\fear\fear_172.jpg,fear
dataset\fear\fear_173.jpg,fear
dataset\fear\fear_174.jpg,fear
dataset\fear\fear_175.jpg,fear
dataset\fear\fear_176.jpg,fear
dataset\sad\sad_139.jpg,sad
dataset\fear\fear_177.jpg,fear
dataset\fear\fear_178.jpg,fear
dataset\fear\fear_179.jpg,fear
dataset\fear\fear_180.jpg,fear
dataset\surprise\surprise_36.jpg,surprise
dataset\fear\fear_181.jpg,fear
dataset\fear\fear_182.jpg,fear
dataset\fear\fear_183.jpg,fear
dataset\fear\fear_184.jpg,fear
dataset\angry\angry_84.jpg,angry
dataset\sad\sad_140.jpg,sad
dataset\sad\sad_141.jpg,sad
dataset\angry\angry_85.jpg,angry
dataset\sad\sad_142.jpg,sad
dataset\fear\fear_185.jpg,fear
dataset\fear\fear_186.jpg,fear
dataset\fear\fear_187.jpg,fear
dataset\sad\sad_143.jpg,sad
dataset\sad\sad_144.jpg,sad
dataset\sad\sad_145.jpg,sad
dataset\sad\sad_146.jpg,sad
dataset\sad\sad_147.jpg,sad
dataset\sad\sad_148.jpg,sad
dataset\sad\sad_149.jpg,sad
dataset\sad\sad_150.jpg,sad
dataset\sad\sad_151.jpg,sad
dataset\sad\sad_152.jpg,sad
dataset\sad\sad_153.jpg,sad
dataset\sad\sad_154.jpg,sad
dataset\sad\sad_155.jpg,sad
dataset\fear\fear_188.jpg,fear
dataset\fear\fear_189.jpg,fear
dataset\sad\sad_156.jpg,sad
dataset\sad\sad_157.jpg,sad
dataset\fear\fear_190.jpg,fear
dataset\sad\sad_158.jpg,sad
dataset\sad\sad_159.jpg,sad
dataset\sad\sad_160.jpg,sad
dataset\sad\sad_161.jpg,sad
dataset\sad\sad_162.jpg,sad
dataset\fear\fear_191.jpg,fear
dataset\sad\sad_163.jpg,sad
dataset\sad\sad_164.jpg,sad
dataset\sad\sad_165.jpg,sad
dataset\sad\sad_166.jpg,sad
dataset\sad\sad_167.jpg,sad
dataset\sad\sad_168.jpg,sad
dataset\sad\sad_169.jpg,sad
dataset\sad\sad_170.jpg,sad
dataset\sad\sad_171.jpg,sad
dataset\sad\sad_172.jpg,sad
dataset\sad\sad_173.jpg,sad
dataset\sad\sad_174.jpg,sad
dataset\sad\sad_175.jpg,sad
dataset\sad\sad_176.jpg,sad
dataset\sad\sad_177.jpg,sad
dataset\sad\sad_178.jpg,sad
dataset\sad\sad_179.jpg,sad
dataset\sad\sad_180.jpg,sad
dataset\sad\sad_181.jpg,sad
dataset\sad\sad_182.jpg,sad
dataset\sad\sad_183.jpg,sad
dataset\sad\sad_184.jpg,sad
dataset\sad\sad_185.jpg,sad
dataset\sad\sad_186.jpg,sad
dataset\sad\sad_187.jpg,sad
dataset\sad\sad_188.jpg,sad
dataset\sad\sad_189.jpg,sad
dataset\sad\sad_190.jpg,sad
dataset\sad\sad_191.jpg,sad
dataset\sad\sad_192.jpg,sad
dataset\sad\sad_193.jpg,sad
dataset\sad\sad_194.jpg,sad
dataset\sad\sad_195.jpg,sad
dataset\sad\sad_196.jpg,sad
dataset\sad\sad_197.jpg,sad
dataset\sad\sad_198.jpg,sad
dataset\sad\sad_199.jpg,sad
dataset\sad\sad_200.jpg,sad
dataset\sad\sad_201.jpg,sad
dataset\sad\sad_202.jpg,sad
dataset\sad\sad_203.jpg,sad
dataset\sad\sad_204.jpg,sad
dataset\sad\sad_205.jpg,sad
dataset\sad\sad_206.jpg,sad
dataset\sad\sad_207.jpg,sad
dataset\sad\sad_208.jpg,sad
dataset\sad\sad_209.jpg,sad
dataset\sad\sad_210.jpg,sad
dataset\sad\sad_211.jpg,sad
dataset\sad\sad_212.jpg,sad
dataset\sad\sad_213.jpg,sad
dataset\sad\sad_214.jpg,sad
dataset\sad\sad_215.jpg,sad
dataset\sad\sad_216.jpg,sad
dataset\sad\sad_217.jpg,sad
dataset\sad\sad_218.jpg,sad
dataset\sad\sad_219.jpg,sad
dataset\sad\sad_220.jpg,sad
dataset\sad\sad_221.jpg,sad
dataset\sad\sad_222.jpg,sad
dataset\sad\sad_223.jpg,sad
dataset\sad\sad_224.jpg,sad
dataset\sad\sad_225.jpg,sad
dataset\sad\sad_226.jpg,sad
dataset\sad\sad_227.jpg,sad
dataset\sad\sad_228.jpg,sad
dataset\sad\sad_229.jpg,sad
dataset\sad\sad_230.jpg,sad
dataset\angry\angry_86.jpg,angry
dataset\sad\sad_231.jpg,sad
dataset\sad\sad_232.jpg,sad
dataset\sad\sad_233.jpg,sad
dataset\sad\sad_234.jpg,sad
dataset\sad\sad_235.jpg,sad
dataset\sad\sad_236.jpg,sad
dataset\sad\sad_237.jpg,sad
dataset\sad\sad_238.jpg,sad
dataset\sad\sad_239.jpg,sad
dataset\sad\sad_240.jpg,sad
dataset\sad\sad_241.jpg,sad
dataset\sad\sad_242.jpg,sad
dataset\sad\sad_243.jpg,sad
dataset\sad\sad_244.jpg,sad
dataset\angry\angry_87.jpg,angry
dataset\angry\angry_88.jpg,angry
dataset\angry\angry_89.jpg,angry
dataset\angry\angry_90.jpg,angry
dataset\angry\angry_91.jpg,angry
dataset\sad\sad_245.jpg,sad
dataset\sad\sad_246.jpg,sad
dataset\sad\sad_247.jpg,sad
dataset\angry\angry_92.jpg,angry
dataset\sad\sad_248.jpg,sad
dataset\sad\sad_249.jpg,sad
dataset\sad\sad_250.jpg,sad
dataset\angry\angry_93.jpg,angry
dataset\sad\sad_251.jpg,sad
dataset\fear\fear_192.jpg,fear
dataset\fear\fear_193.jpg,fear
dataset\sad\sad_252.jpg,sad
dataset\fear\fear_194.jpg,fear
dataset\sad\sad_253.jpg,sad
dataset\fear\fear_195.jpg,fear
dataset\sad\sad_254.jpg,sad
dataset\sad\sad_255.jpg,sad
dataset\sad\sad_256.jpg,sad
dataset\sad\sad_257.jpg,sad
dataset\sad\sad_258.jpg,sad
dataset\sad\sad_259.jpg,sad
dataset\sad\sad_260.jpg,sad
dataset\fear\fear_196.jpg,fear
dataset\fear\fear_197.jpg,fear
dataset\sad\sad_261.jpg,sad
dataset\sad\sad_262.jpg,sad
dataset\sad\sad_263.jpg,sad
dataset\fear\fear_198.jpg,fear
dataset\fear\fear_199.jpg,fear
dataset\fear\fear_200.jpg,fear
dataset\fear\fear_201.jpg,fear
dataset\fear\fear_202.jpg,fear
dataset\fear\fear_203.jpg,fear
dataset\fear\fear_204.jpg,fear
dataset\fear\fear_205.jpg,fear
dataset\fear\fear_206.jpg,fear
dataset\fear\fear_207.jpg,fear
dataset\fear\fear_208.jpg,fear
dataset\fear\fear_209.jpg,fear
dataset\fear\fear_210.jpg,fear
dataset\fear\fear_211.jpg,fear
dataset\fear\fear_212.jpg,fear
dataset\fear\fear_213.jpg,fear
dataset\fear\fear_214.jpg,fear
dataset\fear\fear_215.jpg,fear
dataset\fear\fear_216.jpg,fear
dataset\fear\fear_217.jpg,fear
dataset\fear\fear_218.jpg,fear
dataset\fear\fear_219.jpg,fear
dataset\fear\fear_220.jpg,fear
dataset\fear\fear_221.jpg,fear
dataset\fear\fear_222.jpg,fear
dataset\fear\fear_223.jpg,fear
dataset\fear\fear_224.jpg,fear
dataset\fear\fear_225.jpg,fear
dataset\fear\fear_226.jpg,fear
dataset\fear\fear_227.jpg,fear
dataset\fear\fear_228.jpg,fear
dataset\fear\fear_229.jpg,fear
dataset\fear\fear_230.jpg,fear
dataset\fear\fear_231.jpg,fear
dataset\fear\fear_232.jpg,fear
dataset\fear\fear_233.jpg,fear
dataset\fear\fear_234.jpg,fear
dataset\fear\fear_235.jpg,fear
dataset\fear\fear_236.jpg,fear
dataset\fear\fear_237.jpg,fear
dataset\fear\fear_238.jpg,fear
dataset\fear\fear_239.jpg,fear
dataset\fear\fear_240.jpg,fear
dataset\fear\fear_241.jpg,fear
dataset\fear\fear_242.jpg,fear
dataset\fear\fear_243.jpg,fear
dataset\fear\fear_244.jpg,fear
dataset\sad\sad_264.jpg,sad
dataset\sad\sad_265.jpg,sad
dataset\fear\fear_245.jpg,fear
dataset\fear\fear_246.jpg,fear
dataset\sad\sad_266.jpg,sad
dataset\sad\sad_267.jpg,sad
dataset\sad\sad_268.jpg,sad
dataset\sad\sad_269.jpg,sad
dataset\sad\sad_270.jpg,sad
dataset\fear\fear_247.jpg,fear
dataset\sad\sad_271.jpg,sad
dataset\sad\sad_272.jpg,sad
dataset\sad\sad_273.jpg,sad
dataset\sad\sad_274.jpg,sad
dataset\sad\sad_275.jpg,sad
dataset\fear\fear_248.jpg,fear
dataset\fear\fear_249.jpg,fear
dataset\sad\sad_276.jpg,sad
dataset\sad\sad_277.jpg,sad
dataset\sad\sad_278.jpg,sad
dataset\fear\fear_250.jpg,fear
dataset\angry\angry_94.jpg,angry
dataset\sad\sad_279.jpg,sad
dataset\sad\sad_280.jpg,sad
dataset\fear\fear_251.jpg,fear
dataset\fear\fear_252.jpg,fear
dataset\fear\fear_253.jpg,fear
dataset\sad\sad_281.jpg,sad
dataset\sad\sad_282.jpg,sad
dataset\fear\fear_254.jpg,fear
dataset\sad\sad_283.jpg,sad
dataset\sad\sad_284.jpg,sad
dataset\sad\sad_285.jpg,sad
dataset\sad\sad_286.jpg,sad
dataset\sad\sad_287.jpg,sad
dataset\sad\sad_288.jpg,sad
dataset\sad\sad_289.jpg,sad
dataset\sad\sad_290.jpg,sad
dataset\fear\fear_255.jpg,fear
dataset\sad\sad_291.jpg,sad
dataset\sad\sad_292.jpg,sad
dataset\sad\sad_293.jpg,sad
dataset\sad\sad_294.jpg,sad
dataset\sad\sad_295.jpg,sad
dataset\sad\sad_296.jpg,sad
dataset\sad\sad_297.jpg,sad
dataset\sad\sad_298.jpg,sad
dataset\sad\sad_299.jpg,sad
dataset\sad\sad_300.jpg,sad
dataset\fear\fear_256.jpg,fear
dataset\sad\sad_301.jpg,sad
dataset\sad\sad_302.jpg,sad
dataset\fear\fear_257.jpg,fear
dataset\sad\sad_303.jpg,sad
dataset\fear\fear_258.jpg,fear
dataset\sad\sad_304.jpg,sad
dataset\sad\sad_305.jpg,sad
dataset\sad\sad_306.jpg,sad
dataset\sad\sad_307.jpg,sad
dataset\sad\sad_308.jpg,sad
dataset\sad\sad_309.jpg,sad
dataset\fear\fear_259.jpg,fear
dataset\angry\angry_95.jpg,angry
dataset\sad\sad_310.jpg,sad
dataset\sad\sad_311.jpg,sad
dataset\angry\angry_96.jpg,angry
dataset\fear\fear_260.jpg,fear
dataset\sad\sad_312.jpg,sad
dataset\fear\fear_261.jpg,fear
dataset\sad\sad_313.jpg,sad
dataset\fear\fear_262.jpg,fear
dataset\fear\fear_263.jpg,fear
dataset\fear\fear_264.jpg,fear
dataset\sad\sad_314.jpg,sad
dataset\fear\fear_265.jpg,fear
dataset\fear\fear_266.jpg,fear
dataset\fear\fear_267.jpg,fear
dataset\fear\fear_268.jpg,fear
dataset\sad\sad_315.jpg,sad
dataset\fear\fear_269.jpg,fear
dataset\fear\fear_270.jpg,fear
dataset\fear\fear_271.jpg,fear
dataset\fear\fear_272.jpg,fear
dataset\sad\sad_316.jpg,sad
dataset\fear\fear_273.jpg,fear
dataset\fear\fear_274.jpg,fear
dataset\sad\sad_317.jpg,sad
dataset\fear\fear_275.jpg,fear
dataset\fear\fear_276.jpg,fear
dataset\fear\fear_277.jpg,fear
dataset\fear\fear_278.jpg,fear
dataset\fear\fear_279.jpg,fear
dataset\fear\fear_280.jpg,fear
dataset\fear\fear_281.jpg,fear
dataset\fear\fear_282.jpg,fear
dataset\sad\sad_318.jpg,sad
dataset\sad\sad_319.jpg,sad
dataset\fear\fear_283.jpg,fear
dataset\sad\sad_320.jpg,sad
dataset\sad\sad_321.jpg,sad
dataset\sad\sad_322.jpg,sad
dataset\fear\fear_284.jpg,fear
dataset\fear\fear_285.jpg,fear
dataset\fear\fear_286.jpg,fear
dataset\sad\sad_323.jpg,sad
dataset\sad\sad_324.jpg,sad
dataset\fear\fear_287.jpg,fear
dataset\sad\sad_325.jpg,sad
dataset\sad\sad_326.jpg,sad
dataset\sad\sad_327.jpg,sad
dataset\fear\fear_288.jpg,fear
dataset\fear\fear_289.jpg,fear
dataset\fear\fear_290.jpg,fear
dataset\sad\sad_328.jpg,sad
dataset\fear\fear_291.jpg,fear
dataset\fear\fear_292.jpg,fear
dataset\fear\fear_293.jpg,fear
dataset\fear\fear_294.jpg,fear
dataset\fear\fear_295.jpg,fear
dataset\sad\sad_329.jpg,sad
dataset\sad\sad_330.jpg,sad
dataset\angry\angry_97.jpg,angry
dataset\disgust\disgust_0.jpg,disgust
dataset\angry\angry_98.jpg,angry
dataset\angry\angry_99.jpg,angry
dataset\angry\angry_100.jpg,angry
dataset\disgust\disgust_1.jpg,disgust
dataset\angry\angry_101.jpg,angry
dataset\angry\angry_102.jpg,angry
dataset\angry\angry_103.jpg,angry
dataset\angry\angry_104.jpg,angry
dataset\disgust\disgust_2.jpg,disgust
dataset\fear\fear_296.jpg,fear
dataset\angry\angry_105.jpg,angry
dataset\angry\angry_106.jpg,angry
dataset\disgust\disgust_3.jpg,disgust
dataset\angry\angry_107.jpg,angry
dataset\angry\angry_108.jpg,angry
dataset\angry\angry_109.jpg,angry
dataset\angry\angry_110.jpg,angry
dataset\fear\fear_297.jpg,fear
dataset\angry\angry_111.jpg,angry
dataset\angry\angry_112.jpg,angry
dataset\angry\angry_113.jpg,angry
dataset\angry\angry_114.jpg,angry
dataset\disgust\disgust_4.jpg,disgust
dataset\angry\angry_115.jpg,angry
dataset\fear\fear_298.jpg,fear
dataset\angry\angry_116.jpg,angry
dataset\angry\angry_117.jpg,angry
dataset\angry\angry_118.jpg,angry
dataset\angry\angry_119.jpg,angry
dataset\angry\angry_120.jpg,angry
dataset\fear\fear_299.jpg,fear
dataset\disgust\disgust_5.jpg,disgust
dataset\disgust\disgust_6.jpg,disgust
dataset\angry\angry_121.jpg,angry
dataset\angry\angry_122.jpg,angry
dataset\disgust\disgust_7.jpg,disgust
dataset\angry\angry_123.jpg,angry
dataset\angry\angry_124.jpg,angry
dataset\angry\angry_125.jpg,angry
dataset\angry\angry_126.jpg,angry
dataset\angry\angry_127.jpg,angry
dataset\angry\angry_128.jpg,angry
dataset\sad\sad_331.jpg,sad
dataset\disgust\disgust_8.jpg,disgust
dataset\angry\angry_129.jpg,angry
dataset\angry\angry_130.jpg,angry
dataset\angry\angry_131.jpg,angry
dataset\angry\angry_132.jpg,angry
dataset\fear\fear_300.jpg,fear
dataset\fear\fear_301.jpg,fear
dataset\angry\angry_133.jpg,angry
dataset\angry\angry_134.jpg,angry
dataset\disgust\disgust_9.jpg,disgust
dataset\angry\angry_135.jpg,angry
dataset\angry\angry_136.jpg,angry
dataset\angry\angry_137.jpg,angry
dataset\disgust\disgust_10.jpg,disgust
dataset\angry\angry_138.jpg,angry
dataset\disgust\disgust_11.jpg,disgust
dataset\disgust\disgust_12.jpg,disgust
dataset\disgust\disgust_13.jpg,disgust
dataset\disgust\disgust_14.jpg,disgust
dataset\angry\angry_139.jpg,angry
dataset\angry\angry_140.jpg,angry
dataset\angry\angry_141.jpg,angry
dataset\angry\angry_142.jpg,angry
dataset\disgust\disgust_15.jpg,disgust
dataset\disgust\disgust_16.jpg,disgust
dataset\disgust\disgust_17.jpg,disgust
dataset\disgust\disgust_18.jpg,disgust
dataset\angry\angry_143.jpg,angry
dataset\angry\angry_144.jpg,angry
dataset\angry\angry_145.jpg,angry
dataset\disgust\disgust_19.jpg,disgust
dataset\angry\angry_146.jpg,angry
dataset\angry\angry_147.jpg,angry
dataset\angry\angry_148.jpg,angry
dataset\angry\angry_149.jpg,angry
dataset\angry\angry_150.jpg,angry
dataset\disgust\disgust_20.jpg,disgust
dataset\angry\angry_151.jpg,angry
dataset\angry\angry_152.jpg,angry
dataset\angry\angry_153.jpg,angry
dataset\angry\angry_154.jpg,angry
dataset\angry\angry_155.jpg,angry
dataset\fear\fear_302.jpg,fear
dataset\angry\angry_156.jpg,angry
dataset\angry\angry_157.jpg,angry
dataset\disgust\disgust_21.jpg,disgust
dataset\angry\angry_158.jpg,angry
dataset\disgust\disgust_22.jpg,disgust
dataset\disgust\disgust_23.jpg,disgust
dataset\disgust\disgust_24.jpg,disgust
dataset\disgust\disgust_25.jpg,disgust
dataset\disgust\disgust_26.jpg,disgust
dataset\disgust\disgust_27.jpg,disgust
dataset\sad\sad_332.jpg,sad
dataset\angry\angry_159.jpg,angry
dataset\angry\angry_160.jpg,angry
dataset\angry\angry_161.jpg,angry
dataset\angry\angry_162.jpg,angry
dataset\angry\angry_163.jpg,angry
dataset\angry\angry_164.jpg,angry
dataset\angry\angry_165.jpg,angry
dataset\disgust\disgust_28.jpg,disgust
dataset\disgust\disgust_29.jpg,disgust
dataset\disgust\disgust_30.jpg,disgust
dataset\disgust\disgust_31.jpg,disgust
dataset\disgust\disgust_32.jpg,disgust
dataset\disgust\disgust_33.jpg,disgust
dataset\disgust\disgust_34.jpg,disgust
dataset\disgust\disgust_35.jpg,disgust
dataset\disgust\disgust_36.jpg,disgust
dataset\angry\angry_166.jpg,angry
dataset\angry\angry_167.jpg,angry
dataset\angry\angry_168.jpg,angry
dataset\angry\angry_169.jpg,angry
dataset\disgust\disgust_37.jpg,disgust
dataset\angry\angry_170.jpg,angry
dataset\disgust\disgust_38.jpg,disgust
dataset\angry\angry_171.jpg,angry
dataset\disgust\disgust_39.jpg,disgust
dataset\angry\angry_172.jpg,angry
dataset\angry\angry_173.jpg,angry
dataset\angry\angry_174.jpg,angry
dataset\disgust\disgust_40.jpg,disgust
dataset\angry\angry_175.jpg,angry
dataset\angry\angry_176.jpg,angry
dataset\angry\angry_177.jpg,angry
dataset\angry\angry_178.jpg,angry
dataset\sad\sad_333.jpg,sad
dataset\sad\sad_334.jpg,sad
dataset\sad\sad_335.jpg,sad
dataset\sad\sad_336.jpg,sad
dataset\sad\sad_337.jpg,sad
dataset\sad\sad_338.jpg,sad
dataset\angry\angry_179.jpg,angry
dataset\sad\sad_339.jpg,sad
dataset\sad\sad_340.jpg,sad
dataset\sad\sad_341.jpg,sad
dataset\sad\sad_342.jpg,sad
dataset\sad\sad_343.jpg,sad
dataset\angry\angry_180.jpg,angry
dataset\sad\sad_344.jpg,sad
dataset\angry\angry_181.jpg,angry
dataset\angry\angry_182.jpg,angry
dataset\angry\angry_183.jpg,angry
dataset\sad\sad_345.jpg,sad
dataset\sad\sad_346.jpg,sad
dataset\sad\sad_347.jpg,sad
dataset\sad\sad_348.jpg,sad
dataset\angry\angry_184.jpg,angry
dataset\sad\sad_349.jpg,sad
dataset\sad\sad_350.jpg,sad
dataset\sad\sad_351.jpg,sad
dataset\sad\sad_352.jpg,sad
dataset\sad\sad_353.jpg,sad
dataset\angry\angry_185.jpg,angry
dataset\angry\angry_186.jpg,angry
dataset\sad\sad_354.jpg,sad
dataset\sad\sad_355.jpg,sad
dataset\sad\sad_356.jpg,sad
dataset\angry\angry_187.jpg,angry
dataset\sad\sad_357.jpg,sad
dataset\sad\sad_358.jpg,sad
dataset\angry\angry_188.jpg,angry
dataset\angry\angry_189.jpg,angry
dataset\sad\sad_359.jpg,sad
dataset\angry\angry_190.jpg,angry
dataset\sad\sad_360.jpg,sad
dataset\angry\angry_191.jpg,angry
dataset\angry\angry_192.jpg,angry
dataset\angry\angry_193.jpg,angry
dataset\angry\angry_194.jpg,angry
dataset\sad\sad_361.jpg,sad
dataset\angry\angry_195.jpg,angry
dataset\sad\sad_362.jpg,sad
dataset\sad\sad_363.jpg,sad
dataset\angry\angry_196.jpg,angry
dataset\sad\sad_364.jpg,sad
dataset\sad\sad_365.jpg,sad
dataset\sad\sad_366.jpg,sad
dataset\sad\sad_367.jpg,sad
dataset\angry\angry_197.jpg,angry
dataset\angry\angry_198.jpg,angry
dataset\sad\sad_368.jpg,sad
dataset\angry\angry_199.jpg,angry
dataset\sad\sad_369.jpg,sad
dataset\angry\angry_200.jpg,angry
dataset\angry\angry_201.jpg,angry
dataset\angry\angry_202.jpg,angry
dataset\sad\sad_370.jpg,sad
dataset\sad\sad_371.jpg,sad
dataset\sad\sad_372.jpg,sad
dataset\sad\sad_373.jpg,sad
dataset\sad\sad_374.jpg,sad
dataset\sad\sad_375.jpg,sad
